Credit Score,Finance Type,LTV,Average Gross Revenue Binding
628,Refi,1.243994444,1299.340952
628,Refi,1.347509554,1268.8276
628,Refi,1.320390769,1268.8276
629,Refi,1.409214742,1268.8276
629,Refi,1.166320422,1265.74
629,Refi,1.460641551,1533.145455
629,Refi,0.992277095,815.8066667
629,Refi,1.286947088,1299.340952
629,Purchase,1.13002517,1794.74125
629,Refi,0.94816872,815.8066667
629,Refi,1.070717875,1095.785556
630,Refi,1.360601936,1268.8276
630,Refi,1.100962014,1095.785556
630,Refi,1.281345055,1299.340952
630,Refi,1.342610338,1268.8276
630,Purchase,1.338123128,2412.316
630,Purchase,0.72635443,890.02
630,Purchase,1.01470989,1477.871429
630,Refi,1.36606416,1268.8276
630,Purchase,1.104525714,1477.871429
630,Refi,1.212716574,1299.340952
630,Refi,1.446481625,1533.145455
631,Purchase,0.95798842,854.417
631,Refi,1.189946599,1232.902105
631,Refi,1.205865586,1232.902105
631,Refi,1.47,1181.214286
631,Refi,1.122163265,1232.902105
631,Refi,1.394250407,1167.632222
631,Refi,1.34709071,1167.632222
631,Refi,1.055642705,929.11
631,Refi,1.371375636,1167.632222
631,Refi,1.409180786,1167.632222
631,Refi,1.145896216,1232.902105
631,Purchase,1.150145534,2358.24
631,Refi,1.364929524,1167.632222
632,Refi,1.251532919,1366.49
632,Refi,0.911243388,1264.168
632,Refi,1.293632778,1366.49
632,Refi,1.178758177,1232.902105
632,Refi,1.177580685,1232.902105
632,Refi,1.369739552,1167.632222
632,Purchase,1.050269366,1071.175455
632,Refi,1.094624521,929.11
632,Refi,1.179653846,1232.902105
632,Refi,1.162735547,1232.902105
632,Purchase,0.553705964,1313.315
632,Refi,0.881004665,1466.37
632,Purchase,1.207114591,2358.24
632,Purchase,0.513100346,1313.315
632,Refi,1.437680834,1181.214286
633,Purchase,1.047311765,1071.175455
633,Purchase,1.220688383,1933.145714
633,Purchase,0.458072,608.33
633,Refi,1.179995859,1232.902105
633,Purchase,1.335841742,2050.8775
633,Refi,1.305646329,1366.49
633,Purchase,1.300209424,1933.145714
633,Refi,0.902808108,1466.37
633,Refi,1.263918575,1366.49
633,Purchase,1.079888158,1071.175455
633,Purchase,0.796858504,1528.09
633,Refi,1.1903488,1232.902105
634,Refi,1.311832391,1167.632222
634,Refi,1.392389071,1167.632222
634,Purchase,1.202605634,2358.24
634,Purchase,1.398937652,2050.8775
634,Purchase,1.275162617,1933.145714
634,Refi,1.263703529,1366.49
634,Purchase,1.153853763,2358.24
634,Refi,1.140135117,1232.902105
634,Refi,1.466547416,1181.214286
635,Refi,0.975541935,1264.168
635,Refi,0.986315912,1264.168
635,Refi,1.310430851,1167.632222
635,Refi,1.16636861,1232.902105
635,Purchase,1.101985185,1071.175455
635,Refi,0.962668174,1264.168
635,Purchase,1.133894884,2358.24
635,Refi,1.271301558,1366.49
635,Refi,1.302918455,1366.49
635,Purchase,1.044843584,1071.175455
635,Purchase,0.977897854,854.417
635,Refi,1.333400849,1167.632222
635,Purchase,1.008833818,854.417
635,Refi,1.164835714,1232.902105
635,Refi,1.060689408,929.11
636,Refi,1.40886431,1167.632222
636,Refi,1.333213216,1167.632222
636,Purchase,1.050749171,1071.175455
636,Purchase,0.913361111,854.417
636,Refi,0.960629014,1264.168
636,Purchase,1.102961983,1071.175455
636,Purchase,1.198616316,2358.24
637,Refi,1.457482813,1181.214286
637,Refi,1.455541562,1181.214286
637,Purchase,0.972050704,854.417
637,Refi,1.179223824,1232.902105
637,Refi,1.114595804,1232.902105
637,Purchase,0.745507347,1528.09
637,Purchase,1.077985507,1071.175455
637,Purchase,1.131683284,2358.24
637,Refi,1.151699659,1232.902105
638,Refi,1.270959742,1366.49
638,Purchase,1.197509877,2358.24
638,Purchase,1.340223714,2050.8775
638,Refi,1.389878919,1167.632222
638,Purchase,1.062713278,1071.175455
638,Refi,1.011345455,929.11
638,Purchase,1.232420339,1933.145714
638,Purchase,1.388843421,2050.8775
638,Purchase,0.825145622,522.82
638,Refi,1.112248175,1232.902105
638,Refi,1.466612317,1181.214286
638,Purchase,0.947355763,854.417
638,Refi,1.271059919,1366.49
639,Purchase,1.034559889,1071.175455
639,Purchase,1.260114587,1933.145714
639,Purchase,0.960085246,854.417
639,Refi,1.039928713,929.11
639,Refi,0.887586191,1466.37
639,Refi,1.265155443,1366.49
639,Refi,1.223634951,1366.49
639,Purchase,1.209648413,2358.24
639,Refi,1.376391011,1167.632222
639,Purchase,0.931022222,854.417
639,Refi,1.342737815,1167.632222
639,Refi,1.153322361,1232.902105
639,Refi,1.343244055,1167.632222
639,Refi,1.268163955,1366.49
639,Purchase,1.514889362,2721.84
639,Purchase,1.254987368,1933.145714
639,Refi,1.253564146,1366.49
640,Purchase,1.223629425,1933.145714
640,Refi,1.200731773,1232.902105
640,Purchase,0.987883735,854.417
640,Purchase,1.143497389,2358.24
640,Refi,1.363678495,1167.632222
640,Purchase,0.929611533,854.417
640,Refi,1.334181065,1167.632222
640,Refi,1.222151515,1366.49
640,Purchase,1.116950538,2358.24
640,Purchase,0.803043664,1528.09
640,Purchase,1.087956098,1071.175455
640,Refi,1.423832483,1181.214286
640,Purchase,0.734384633,1528.09
640,Refi,1.574354808,1200.4
641,Refi,1.430941802,1330.467778
641,Refi,1.312109136,1346.095625
641,Purchase,1.199503263,1603.016667
641,Refi,0.960126246,1572.54
641,Refi,1.574034177,1026.045
641,Refi,1.178207715,1352.081538
641,Refi,1.263426367,1431.726667
641,Purchase,1.394523383,1294.93
641,Purchase,1.105268,1547.185
642,Purchase,1.210229692,1404.891429
642,Purchase,1.02234676,1547.185
642,Purchase,0.823769697,606.8725
642,Purchase,1.19337732,1603.016667
642,Refi,1.220406962,1431.726667
642,Purchase,1.242051661,1404.891429
642,Purchase,1.097833656,1547.185
642,Refi,0.823705644,986.76
642,Refi,1.247409982,1431.726667
642,Refi,1.317117904,1346.095625
642,Refi,1.044880072,1145.167143
642,Refi,1.09376,1145.167143
642,Refi,0.992781612,1572.54
642,Purchase,1.324456129,1294.93
642,Refi,1.314459858,1346.095625
643,Refi,0.959445017,1572.54
643,Purchase,1.300323769,1404.891429
643,Refi,1.234598564,1431.726667
643,Refi,1.259835583,1431.726667
643,Purchase,1.291897119,1404.891429
643,Refi,1.516193878,1026.045
643,Purchase,1.338612579,1294.93
643,Refi,1.325997778,1346.095625
643,Purchase,1.103976132,1547.185
643,Refi,1.488088643,1330.467778
643,Refi,1.374849817,1346.095625
644,Refi,1.327909091,1346.095625
644,Purchase,1.044300626,1547.185
644,Refi,1.292839189,1431.726667
644,Purchase,0.983947612,1204.57625
644,Refi,1.464376355,1330.467778
644,Refi,0.869627119,986.76
644,Refi,1.397445833,1346.095625
644,Refi,1.316149268,1346.095625
644,Refi,1.11707907,1352.081538
644,Purchase,1.090598639,1547.185
644,Purchase,1.141337218,1603.016667
644,Purchase,1.004588889,1204.57625
644,Refi,1.335996226,1346.095625
644,Refi,1.171834776,1352.081538
644,Refi,1.240402609,1431.726667
644,Refi,1.271254444,1431.726667
644,Refi,0.976267073,1572.54
644,Refi,1.430714451,1330.467778
644,Purchase,1.196008677,1603.016667
644,Refi,1.290438839,1431.726667
645,Refi,0.85565,986.76
645,Refi,1.355772792,1346.095625
645,Refi,1.350810127,1346.095625
645,Refi,1.387443796,1346.095625
645,Refi,1.104053152,1145.167143
645,Purchase,1.015362832,1547.185
645,Purchase,0.877481081,606.8725
645,Refi,1.164921379,1352.081538
645,Refi,1.252865107,1431.726667
645,Purchase,1.140028478,1603.016667
645,Purchase,1.019139373,1547.185
645,Refi,1.34396501,1346.095625
645,Refi,1.495221087,1330.467778
646,Purchase,0.825403297,606.8725
646,Purchase,0.911636443,1204.57625
646,Refi,1.277386283,1431.726667
646,Purchase,1.114769796,1603.016667
646,Refi,1.446764706,1330.467778
646,Refi,1.145958643,1352.081538
646,Refi,1.304816856,1431.726667
646,Refi,0.967522677,1572.54
647,Refi,1.267713981,1431.726667
647,Refi,1.169465015,1352.081538
647,Refi,1.15099008,1352.081538
647,Refi,1.128231845,1352.081538
647,Purchase,0.929659929,1204.57625
647,Refi,1.146314591,1352.081538
647,Refi,0.997195883,1572.54
647,Refi,1.321185325,1346.095625
647,Refi,1.247370811,1431.726667
647,Refi,1.423565579,1330.467778
647,Refi,1.083549645,1145.167143
648,Refi,1.041378523,1145.167143
648,Refi,1.387268347,1346.095625
648,Purchase,1.237032012,1404.891429
648,Purchase,1.107783529,1547.185
648,Refi,1.252140426,1431.726667
648,Refi,1.032837377,1145.167143
648,Refi,0.975019585,1572.54
648,Refi,1.246893869,1431.726667
648,Refi,1.172265625,1352.081538
649,Refi,1.37374128,1346.095625
649,Purchase,0.920230753,1204.57625
649,Refi,1.282246038,1431.726667
649,Purchase,0.991611111,1204.57625
649,Refi,0.976795105,1572.54
649,Refi,1.174346816,1352.081538
649,Refi,1.110841379,1352.081538
649,Refi,1.24094897,1431.726667
649,Purchase,0.944464516,1204.57625
649,Refi,1.256363719,1431.726667
649,Refi,1.4591179,1330.467778
649,Purchase,0.810143541,606.8725
649,Refi,1.453407557,1330.467778
650,Refi,1.080749354,1145.167143
650,Refi,1.241501404,1431.726667
650,Purchase,0.719875339,1265.42
650,Purchase,0.961299688,1204.57625
650,Purchase,1.437395506,899
650,Purchase,0.408935455,1150.91
650,Purchase,1.211721663,1404.891429
650,Purchase,1.053176768,1547.185
650,Refi,1.268616306,1431.726667
650,Purchase,1.246865814,1404.891429
650,Refi,1.188003288,1352.081538
651,Refi,1.267336111,1310.436667
651,Purchase,1.298777324,1552.718
651,Purchase,1.50109145,1489.253333
651,Refi,1.167136673,1132.121818
651,Refi,1.258518443,1310.436667
651,Refi,1.365528878,1317.904667
651,Refi,1.226099802,1310.436667
651,Purchase,1.115006316,1978.716
651,Purchase,1.396977778,1312.035
651,Purchase,0.978056125,1166.282
651,Purchase,1.009462069,1166.282
651,Refi,0.594752275,732.05
651,Refi,1.340274956,1317.904667
651,Purchase,1.41100813,1489.253333
651,Refi,1.278711026,1310.436667
651,Refi,0.757167454,1752.54
652,Refi,1.363228096,1317.904667
652,Refi,1.354064748,1317.904667
652,Refi,0.930396296,1316.4725
652,Refi,1.231282574,1310.436667
652,Refi,1.412819527,1061.8875
652,Refi,1.339827129,1317.904667
652,Refi,1.183625907,1132.121818
652,Purchase,1.075013793,132.7225
652,Refi,1.073516632,1667.695
652,Refi,1.111431967,1132.121818
652,Refi,1.411500599,1061.8875
652,Refi,1.278443129,1310.436667
653,Refi,1.434830508,1061.8875
653,Purchase,1.11520338,1978.716
653,Purchase,1.221802935,1552.718
653,Refi,1.479241837,1061.8875
653,Purchase,1.188608026,1978.716
653,Purchase,1.267512253,1552.718
653,Refi,1.169884823,1132.121818
653,Refi,1.429584466,1061.8875
654,Refi,1.277289788,1310.436667
654,Purchase,1.173071945,1978.716
654,Purchase,0.855704658,1057.31
654,Refi,1.449902273,1061.8875
654,Refi,1.372087648,1317.904667
654,Refi,0.874737235,856.03
654,Refi,0.971327027,1316.4725
654,Purchase,0.989814137,1166.282
654,Refi,0.927505536,1316.4725
654,Purchase,1.186719835,1978.716
654,Refi,1.12393713,1132.121818
654,Refi,1.214824595,1310.436667
654,Purchase,1.026013926,132.7225
654,Purchase,0.854103004,1057.31
655,Refi,1.347376552,1317.904667
655,Refi,1.533147253,1216.91
655,Purchase,1.035411659,132.7225
655,Purchase,1.084269975,132.7225
655,Purchase,0.953809808,1166.282
655,Refi,0.960530363,1316.4725
655,Refi,1.232968,1310.436667
655,Purchase,1.165930243,1978.716
655,Refi,1.458259843,1061.8875
655,Refi,1.218467606,1310.436667
655,Refi,0.971776332,1316.4725
655,Refi,1.337641189,1317.904667
656,Refi,0.959984113,1316.4725
656,Refi,1.342024707,1317.904667
656,Purchase,1.027995628,132.7225
656,Refi,1.336256881,1317.904667
656,Purchase,1.102619565,132.7225
656,Refi,1.794221965,2384.6
656,Purchase,1.166711276,1978.716
656,Refi,1.192361905,1132.121818
656,Refi,1.304146901,1310.436667
656,Refi,1.265447385,1310.436667
656,Refi,1.194149495,1132.121818
656,Refi,1.322372107,1317.904667
657,Refi,0.864891014,856.03
657,Refi,0.960233473,1316.4725
657,Purchase,1.26976368,1552.718
657,Purchase,1.16283187,1978.716
657,Refi,1.395654,1317.904667
657,Purchase,0.802387962,1622.57
657,Refi,1.183960578,1132.121818
657,Refi,1.289720291,1310.436667
657,Refi,1.114927979,1132.121818
658,Purchase,1.073102258,132.7225
658,Refi,1.099454472,1667.695
658,Purchase,1.178929231,1978.716
658,Refi,1.425292698,1061.8875
658,Purchase,0.908959436,1057.31
658,Refi,0.848556115,856.03
658,Refi,1.449921507,1061.8875
658,Purchase,1.246726298,1552.718
658,Refi,1.475014444,1061.8875
658,Refi,1.100784601,1667.695
658,Refi,1.287029808,1310.436667
659,Refi,1.20950269,1132.121818
659,Purchase,0.990922543,1166.282
659,Refi,1.405365536,1317.904667
659,Refi,1.315385567,1317.904667
659,Refi,1.345134537,1317.904667
659,Refi,1.264061899,1310.436667
660,Refi,0.916316456,1316.4725
660,Purchase,0.737834211,1622.57
660,Refi,1.165316388,1132.121818
660,Refi,1.481398142,1061.8875
660,Purchase,0.758789091,1622.57
660,Purchase,1.06432019,132.7225
660,Refi,1.442226972,1061.8875
660,Purchase,1.502379097,1489.253333
660,Purchase,1.312388501,1312.035
660,Purchase,1.188903226,1978.716
660,Refi,1.013723425,1667.695
661,Refi,1.143014041,1321.031667
661,Purchase,1.311783251,1659.158
661,Purchase,0.939607143,792.19375
661,Refi,0.921196241,783.2633333
661,Purchase,1.167451641,2038.761667
661,Refi,0.783623757,2211.87
661,Refi,1.241679913,1289.914286
662,Refi,1.364448433,1348.755
662,Purchase,1.049123457,1876.784444
662,Refi,0.831334054,1043.676667
662,Refi,1.82572,481.57
662,Purchase,1.108870426,1876.784444
662,Refi,1.261594719,1289.914286
662,Purchase,1.368212821,1659.158
662,Purchase,1.033047742,1876.784444
662,Purchase,0.513210112,594.78
662,Refi,1.374203796,1348.755
662,Purchase,1.249680297,2654.4125
662,Refi,1.584762212,1286.16
662,Purchase,0.476888889,2463.72
662,Refi,1.176049187,1321.031667
662,Purchase,1.120869735,2038.761667
663,Refi,1.354880964,1348.755
663,Refi,0.829055452,1043.676667
663,Refi,1.308903896,1289.914286
663,Purchase,1.417558887,1366.165
663,Purchase,1.077703967,1876.784444
663,Purchase,1.073760504,1876.784444
663,Refi,1.038616718,1161.15375
663,Purchase,1.310004959,1659.158
663,Refi,1.47293578,1492.738571
664,Refi,1.440956677,1492.738571
664,Refi,1.126984089,1321.031667
664,Refi,1.21590026,1289.914286
664,Purchase,0.953469779,792.19375
664,Purchase,1.261543174,2654.4125
665,Refi,1.447152216,1492.738571
665,Purchase,1.372841131,1659.158
665,Refi,1.051246018,1161.15375
665,Refi,1.123811343,1321.031667
665,Refi,1.544572954,1286.16
665,Refi,0.870078049,1043.676667
665,Purchase,1.419778144,1366.165
665,Purchase,1.19645832,2038.761667
665,Purchase,0.884037657,921.9633333
665,Refi,1.095942387,1161.15375
665,Refi,1.434048411,1492.738571
665,Purchase,0.839937459,921.9633333
665,Purchase,0.994091503,792.19375
665,Purchase,0.96195186,792.19375
665,Purchase,1.015341692,1876.784444
665,Refi,1.023528571,1161.15375
666,Refi,0.965973397,783.2633333
666,Purchase,0.823718612,921.9633333
666,Purchase,1.351749831,1659.158
666,Refi,1.030471661,1161.15375
666,Purchase,1.156218623,2038.761667
666,Refi,1.336670804,1348.755
666,Refi,1.578670036,1286.16
666,Refi,1.265200472,1289.914286
667,Refi,1.197238814,1321.031667
667,Refi,1.038070928,1161.15375
667,Purchase,1.3056848,2654.4125
667,Purchase,1.15236615,2038.761667
667,Refi,1.084596759,1161.15375
667,Refi,1.235199156,1289.914286
667,Purchase,0.708166134,793.45
667,Purchase,1.050251672,1876.784444
668,Refi,1.424045791,1492.738571
668,Purchase,1.168870523,2038.761667
668,Refi,0.963075325,783.2633333
668,Purchase,0.994488471,792.19375
668,Purchase,0.985824,792.19375
668,Refi,1.079196873,1161.15375
669,Refi,1.49114749,1492.738571
669,Refi,1.172232548,1321.031667
669,Refi,1.292838974,1289.914286
669,Refi,1.435927321,1492.738571
669,Purchase,0.972741388,792.19375
670,Purchase,0.732279612,638.41
670,Purchase,1.225583917,2654.4125
670,Purchase,1.034,1876.784444
670,Purchase,0.668156109,793.45
670,Purchase,0.962007782,792.19375
670,Purchase,1.067019469,1876.784444
671,Purchase,1.412034851,2230.806667
671,Purchase,1.028948498,1279.27875
671,Purchase,1.410468303,2230.806667
671,Purchase,0.943325153,1015.989
671,Refi,1.21163062,1357.963636
671,Purchase,1.113889559,1943.774167
671,Refi,1.198897742,1015.689091
671,Refi,1.304053818,1357.963636
671,Refi,1.455182609,1551.666
671,Purchase,1.5285959,1378.093333
672,Refi,1.308030189,1357.963636
672,Refi,1.25286176,1357.963636
672,Refi,1.251653237,1357.963636
672,Refi,1.15258673,1015.689091
672,Purchase,1.030282407,1279.27875
672,Refi,1.405269081,1429.986
672,Purchase,1.208193435,1943.774167
672,Refi,1.333796923,1429.986
672,Refi,0.962167089,616.0666667
672,Purchase,0.90385974,1171.46
672,Purchase,1.153617582,1943.774167
673,Refi,1.475821229,1551.666
673,Refi,1.471754676,1551.666
673,Refi,0.705967687,719.04
673,Purchase,1.213162861,2095.9125
673,Purchase,1.335882759,1932.73625
673,Purchase,1.199823697,1943.774167
673,Refi,1.392983595,1429.986
673,Refi,1.336723537,1429.986
673,Purchase,1.30593507,2095.9125
674,Purchase,1.548935968,1378.093333
674,Purchase,1.196049921,1943.774167
674,Purchase,1.03526729,1279.27875
674,Refi,1.027645754,1612.63
674,Purchase,0.855389787,1171.46
674,Purchase,0.914955128,1015.989
674,Purchase,0.913596825,1015.989
674,Purchase,0.845705072,1171.46
674,Refi,1.186075067,1015.689091
675,Refi,1.263190106,1357.963636
675,Refi,1.265281003,1357.963636
675,Purchase,1.019476208,1279.27875
675,Purchase,1.102990991,1279.27875
675,Purchase,1.3468,1932.73625
675,Purchase,1.394906294,1932.73625
675,Purchase,0.786047761,1196.3075
675,Refi,1.241738215,1357.963636
675,Purchase,0.739781283,1196.3075
675,Purchase,1.138830181,1943.774167
676,Purchase,0.80552,1196.3075
676,Purchase,1.162085567,1943.774167
676,Purchase,1.417818053,2230.806667
676,Refi,1.335519318,1429.986
676,Purchase,1.107030709,1279.27875
676,Purchase,1.005824427,1015.989
676,Purchase,1.370485714,1932.73625
676,Purchase,1.152040981,1943.774167
676,Refi,0.61662419,719.04
677,Purchase,0.966820084,1015.989
677,Refi,1.132709787,1015.689091
677,Refi,1.379516216,1429.986
677,Purchase,1.114650471,1943.774167
677,Refi,1.172627027,1015.689091
677,Refi,0.977480399,616.0666667
677,Refi,0.868712948,1554.2
677,Purchase,1.400250801,1932.73625
677,Refi,1.519291892,1181.44
677,Refi,1.17452678,1015.689091
677,Purchase,1.202074074,1943.774167
677,Purchase,1.246330271,2095.9125
677,Refi,1.326106314,1429.986
677,Refi,1.406626301,1429.986
678,Refi,1.177674858,1015.689091
678,Refi,1.12437847,1015.689091
678,Purchase,0.950048889,1015.989
678,Purchase,0.914943495,1015.989
678,Purchase,1.006277778,1015.989
678,Purchase,1.326654682,1932.73625
678,Purchase,1.576799213,1378.093333
678,Refi,1.283245882,1357.963636
678,Purchase,1.271576429,2095.9125
678,Purchase,1.731192661,2186.58
678,Refi,1.09403992,1612.63
678,Purchase,1.022616797,1279.27875
678,Purchase,1.072560941,1279.27875
678,Purchase,1.122589398,1943.774167
678,Purchase,0.928723054,1015.989
679,Purchase,0.857677547,1171.46
679,Refi,1.410003399,1551.666
679,Refi,1.413221114,1551.666
679,Purchase,1.116094015,1943.774167
679,Purchase,0.767170498,1196.3075
679,Refi,1.172131423,1015.689091
679,Purchase,1.356226918,1932.73625
679,Purchase,1.393874223,1932.73625
679,Refi,0.953592687,616.0666667
679,Refi,1.172941722,1015.689091
680,Purchase,1.00991954,1015.989
680,Refi,1.402059526,1429.986
680,Refi,0.733003476,589
680,Refi,1.383232184,1429.986
680,Refi,1.261410909,1357.963636
680,Refi,1.17332894,1015.689091
680,Refi,1.240055678,1357.963636
680,Refi,1.106076691,1612.63
681,Refi,1.41739854,1272.50625
681,Refi,1.146610056,1377.348333
681,Refi,1.087956127,1443.505
681,Purchase,0.845954259,1295.721667
681,Purchase,1.279417739,1754.808
681,Purchase,1.363601,2162.453333
681,Refi,1.341657793,1394.438333
681,Purchase,1.322569388,2162.453333
681,Purchase,1.21705035,1754.808
681,Purchase,1.197074678,1768.351429
682,Purchase,1.301135294,1754.808
682,Refi,1.437805128,1272.50625
682,Purchase,1.039804896,1293.00375
682,Refi,1.116011067,1377.348333
682,Purchase,1.302633975,1754.808
682,Refi,1.113391864,1377.348333
682,Refi,1.710026459,900.67
682,Purchase,0.748642171,1490.89
682,Refi,1.049661133,1443.505
682,Purchase,1.269118182,1754.808
682,Refi,1.20572381,1377.348333
682,Purchase,1.029975313,1293.00375
683,Purchase,0.973855482,932.5828571
683,Purchase,1.016494603,1293.00375
683,Refi,1.231456881,1628.326667
683,Purchase,0.887478555,1295.721667
683,Purchase,1.140548263,1768.351429
683,Purchase,1.167436522,1768.351429
683,Purchase,1.124413711,1768.351429
683,Refi,1.554840662,2273.22
683,Refi,1.422994872,1272.50625
684,Refi,1.186816525,1377.348333
684,Purchase,1.837656269,1265.57
684,Purchase,1.072950833,1293.00375
684,Refi,1.24946005,1628.326667
684,Purchase,0.509556719,1708.62
684,Refi,0.974294915,943.5433333
684,Purchase,1.122069866,1768.351429
684,Refi,0.956948043,943.5433333
684,Refi,1.342922473,1394.438333
685,Refi,1.332078313,1394.438333
685,Purchase,0.921746606,932.5828571
685,Refi,1.149498012,1377.348333
685,Refi,1.372462992,1394.438333
685,Refi,1.370618225,1394.438333
685,Purchase,1.052698246,1293.00375
685,Purchase,0.619259955,1356.45
685,Purchase,1.582523288,3149.89
685,Purchase,1.356022663,2162.453333
686,Purchase,0.833423708,1295.721667
686,Purchase,1.394697532,2162.453333
686,Purchase,0.96443662,932.5828571
686,Refi,1.460881106,1272.50625
687,Refi,1.1057066,1443.505
687,Refi,1.067104762,1443.505
687,Refi,1.270006939,1628.326667
687,Purchase,0.955014493,932.5828571
687,Purchase,0.568181818,627.51
687,Purchase,1.098016254,1293.00375
687,Purchase,0.900673181,1295.721667
687,Purchase,0.943215639,932.5828571
687,Purchase,1.093239852,1293.00375
687,Refi,1.227362928,1628.326667
687,Purchase,0.737783673,1490.89
688,Refi,0.976894938,943.5433333
688,Purchase,0.688440538,1356.45
688,Purchase,1.032673546,1293.00375
688,Purchase,0.973691332,932.5828571
688,Refi,0.756864092,907.205
688,Refi,1.533428667,2273.22
688,Purchase,0.972649192,932.5828571
689,Purchase,0.635709201,1356.45
689,Refi,1.035463558,1443.505
689,Purchase,1.166698927,1768.351429
689,Refi,1.435102439,1272.50625
689,Refi,1.484012968,1272.50625
689,Purchase,0.884,1295.721667
689,Refi,1.26974359,1628.326667
689,Refi,1.415741353,1272.50625
690,Refi,1.072367372,1443.505
690,Purchase,0.8373312,1295.721667
690,Refi,0.792296878,907.205
690,Purchase,1.347037861,2162.453333
690,Purchase,0.679831698,1356.45
690,Purchase,1.317782912,2162.453333
690,Purchase,1.114889655,1768.351429
690,Refi,1.260118052,1628.326667
690,Purchase,1.474279108,2195.59
690,Refi,1.435707317,1272.50625
690,Refi,1.363840899,1394.438333
691,Refi,1.158870078,1376.918182
691,Refi,0.58969806,552.435
691,Purchase,1.2115,2149.508333
691,Purchase,0.955476793,1238.921429
691,Purchase,0.947053441,1238.921429
691,Refi,1.284498567,1238.372222
691,Refi,1.336052349,1308.961111
691,Purchase,1.18759312,2034.54625
692,Refi,1.200179959,1376.918182
692,Purchase,1.133028681,2034.54625
692,Refi,1.118900283,1376.918182
692,Purchase,1.09832,1542.958889
692,Purchase,1.062298765,1542.958889
692,Refi,1.141657664,1376.918182
